"precipitacion";"temp_med";"temp_max";"temp_min";"humedad_med";"humedad_max";"humedad_min";"vel_viento_med";"dir_viento";"vel_viento_max";"dir_viento_racha_max";"Rs";"ETo"
0;22.84;34.14;8.06;42.34;83.2;14.63;0.91;69.76;5.44;224.1;21.22;4.34
0;19.73;30.27;10.46;49.92;75;22.31;1.23;194.3;5.68;247.8;19.72;4.23
0;19.01;30.14;8.93;57.72;95.1;22.11;0.91;210.8;4.68;218.5;20.25;3.87
3.4;17.22;27.33;9.33;71.8;96.3;28.12;1.29;181.7;9.16;247.2;16.73;3.6
0.2;16.94;27.2;10.46;74.4;97.1;29.06;0.93;108.9;7.68;217.8;15.47;3.15
0;21.05;29.6;9.99;50.32;92.9;20.17;1;206.7;4.93;216.5;18.91;3.75
0;17.33;27.87;8.33;63.14;92.4;28.86;0.8;211;4.47;245.6;16.5;3.11
0;18.81;27.13;10.06;60.25;95.4;30.73;0.97;226.8;4.36;257.3;16.52;3.22
3.2;18.24;27.67;9.46;63.2;88.8;29.19;1.04;105.7;7.27;177.2;18.89;3.52
0.2;17.46;27;10.59;67.98;95.2;25.78;1.06;75.7;7.36;227.6;16.56;3.3
0.2;16.53;23.73;10.59;70.4;94;37.81;0.94;123.4;4.89;231.9;13.58;2.62
0;18.41;27;11.92;53.82;79.1;22.98;1.78;166.7;7.25;249.5;10.8;3.61
0.4;16.95;25.06;9.12;65.91;88;39.08;1.88;213.2;6.6;228.8;10.88;3.05
0;16.34;24.66;7.59;61.19;94.3;28.99;2.04;181.2;7.64;205.7;13.67;3.48
3.2;15.48;21.79;9.99;73;92.2;46.5;1.49;197.1;6.29;222.4;7.72;2.17
0;15.59;23.79;8.66;72.5;94.7;36.94;0.89;43.36;4.02;280.7;14.22;2.56
0.8;16.06;27.32;6.12;70.4;97;26.38;1.08;82.2;8.04;230.8;15.36;3.1
5.6;16.2;23.46;10.73;75.2;96.4;41.62;1.18;72.1;6.74;48.28;13.68;2.61
0.4;14;22.26;8.33;80.5;96.7;41.22;0.87;81.5;4.36;58.56;12.72;2.26
0;13.22;21.99;6.33;63.91;92.5;21.78;2.14;66.64;5.82;39.58;17.7;3.61
0;13.88;20.45;9.26;61;83.1;25.72;3.58;54.28;7.23;53.21;17.95;4.2
0;13.82;24.12;5.13;60.55;93.8;17.64;0.95;71.1;3.87;71.2;17.61;2.88
0;15.48;25.66;5.53;65.95;94.3;30.66;0.9;115.9;6.01;210.4;14.34;2.61
0;14.62;24.66;5.13;73.7;97;35.2;1.21;69.2;5.79;50.75;15.61;2.76
0.2;15.67;21.86;10.79;76.1;93.4;50.1;0.78;163.8;4.16;191.8;8.27;1.75
0.4;15.27;21.99;8.46;77.2;95.6;46.36;0.65;99;3.73;213.9;8.16;1.67
0;16.78;25.4;8.19;66.46;94;32.46;2.07;70.5;6.95;54.56;13.26;3.3
0;17.86;26.6;11.93;60.92;87.9;26.85;1.43;76.1;5.35;102.3;14.33;3.17
