precipitacion;temp_med;temp_max;temp_min;humedad_med;humedad_max;humedad_min;vel_viento_med;dir_viento;vel_viento_max;dir_viento_racha_max;Rs;ETo
0.80;23.50;28.60;19.50;72.00;94.00;47.00;0.80;112.00;6.50;103.00;20.60;4.04
0.00;23.20;28.70;17.50;74.00;95.00;53.00;1.30;237.00;8.20;210.00;27.90;5.32
0.00;24.50;31.50;17.30;64.00;95.00;37.00;1.50;239.00;7.20;240.00;28.60;5.99
0.00;24.60;32.10;16.20;61.00;88.00;34.00;1.40;243.00;7.40;236.00;28.10;6.00
0.20;25.10;33.20;15.80;55.00;91.00;22.00;1.10;260.00;6.90;200.00;22.40;5.15
0.00;25.90;33.70;19.40;60.00;82.00;44.00;1.40;340.00;7.10;217.00;22.20;4.93
0.00;25.90;32.60;17.40;42.00;85.00;20.00;1.20;287.00;8.50;330.00;24.50;5.45
0.00;23.30;32.40;14.00;52.00;81.00;22.00;1.30;279.00;8.40;221.00;27.90;5.91
0.00;23.80;32.40;15.20;53.00;84.00;25.00;1.30;252.00;7.50;196.00;28.80;6.09
0.00;23.30;31.20;13.80;57.00;90.00;31.00;1.60;242.00;8.90;215.00;28.60;6.09
0.00;24.30;32.60;15.60;58.00;89.00;31.00;1.30;252.00;7.80;205.00;26.20;5.63
1.10;23.20;31.10;17.70;67.00;91.00;39.00;0.80;335.00;5.50;215.00;16.70;3.46
0.00;23.50;30.80;16.10;68.00;91.00;45.00;1.80;232.00;10.00;214.00;26.90;5.60
0.00;24.90;32.50;18.40;69.00;92.00;44.00;1.20;229.00;8.00;231.00;26.50;5.54
13.90;22.30;29.60;17.70;82.00;98.00;47.00;0.70;39.00;4.10;25.00;11.50;2.51
0.00;21.40;25.90;16.90;72.00;98.00;47.00;1.50;228.00;9.50;212.00;27.10;4.92
0.00;22.80;32.10;15.00;57.00;93.00;25.00;1.30;311.00;6.70;208.00;28.30;5.77
0.00;23.70;31.20;15.60;62.00;90.00;34.00;1.60;248.00;8.70;204.00;27.80;5.89
0.00;23.90;32.10;17.60;69.00;94.00;35.00;1.10;240.00;8.60;216.00;18.30;3.92
10.70;22.20;30.40;18.40;79.00;96.00;46.00;0.80;353.00;6.60;326.00;14.00;2.84
0.10;23.10;29.70;16.70;73.00;95.00;40.00;1.20;258.00;6.80;227.00;26.80;5.31
0.00;24.60;31.70;19.20;74.00;96.00;48.00;1.10;23.00;6.30;211.00;23.50;4.83
0.00;23.60;29.60;18.10;68.00;96.00;45.00;1.30;249.00;7.40;219.00;23.50;4.89
0.00;24.40;31.30;16.70;71.00;91.00;51.00;1.20;216.00;7.80;237.00;24.30;4.95
