"precipitacion";"temp_med";"temp_max";"temp_min";"humedad_med";"humedad_max";"humedad_min";"vel_viento_med";"dir_viento";"vel_viento_max";"dir_viento_racha_max";"Rs";"ETo"
0.2;11.25;14.44;9.01;76.1;88.7;57.29;1.84;21.66;4.56;100.8;7.69;1.23
0;9.61;15.19;6.39;46.58;65.37;24.24;2.89;293.3;8.28;319.3;12.24;2.5
6.3;12.44;14.53;10.57;90.1;94.1;82.9;2.18;5.5;4.62;54.45;1.81;0.79
0;13.39;16.85;10.77;87.7;93.8;74.6;0.88;341.9;3.58;83;7.54;0.84
0;15.52;21.04;10.5;57.11;76.9;37.91;2.39;243.2;7.34;243.9;10;2.31
0;14.17;17.65;8.35;60.57;90.3;27.71;2.69;351;8.36;311.2;9.84;2.19
0;8.74;13.34;5.64;75;89.1;53.61;2.72;8.12;6.93;97;10.98;1.81
0;13.85;20.48;8.6;49.61;63.85;36.63;3.33;281.8;10.26;313.3;10.62;3.41
0.2;9.19;12.11;5.78;62.5;76.7;47.77;2.7;305.4;8.64;329.2;8.34;1.91
0;9.84;14.96;4.7;79.7;95.5;53.13;1.31;10.01;4.38;169.6;13.23;1.56
0;7.08;13.77;2.08;43.7;79.9;21.87;2.22;319.2;7.33;354.2;15.42;2.4
0;10.89;15.58;4.9;41.03;67.08;21.41;2.72;237.2;7.13;201.6;14.92;2.91
0.61;11.45;14.8;9.14;41.69;87.1;26.55;5.87;284.6;15.63;337.7;10.18;3.45
1.62;8.23;10.96;4.77;84.7;94.1;69.05;2.93;25.16;7.52;52.54;6.16;1.2
0;17.08;20.65;14;54.31;66.25;43.05;2.66;237.8;7.79;235;5.11;2.76
0;8.57;12.43;3.29;76.6;89.8;58.32;2.47;12.6;7.3;98.5;10.1;1.56
0;9.4;12.31;6.45;45.53;60.28;30.15;4.55;338.2;13.96;341.4;13.21;3.2
0;13.83;18.94;4.96;44.23;76.9;22.53;2.47;262.3;7.67;264.5;11.05;3.21
0;10.93;17.03;4.7;76.6;93.5;50.2;1.34;22.23;4.34;78;18.59;2.42
0;7.06;12.36;2.39;42.96;80;25.66;3.13;324.9;10.46;326.8;20.1;3.08
